Survey,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q14_9,Q14_10,Q15_1,Q15_3,Q17_1,Q17_2,Q18_1,Q19.1_1,Q19.1_2,Q19.2_1,Q19.2_2,Q20_1,Q20_2,Q20_3,Q20_4,Q20_5,Q13b_1,Q13b_2,Q13b_3,Q13b_4,Q13b_5,Q13b_6,Q13b_7,Q13b_8,Q21_1,Q21_2,Q21_3,Q21_4,Q21_5,Q21_6,Q21_7,Q21_8,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9,Q8_10,Continent,Q10,NAvsNonNA,Q5,Q5b,Q1,Q4,Q3_1,Q3_2,AgeCategory
1,5,2,3,4,4,4,3,3,4,2,4,5,2,3,5,4,3,4,4,4,4,4,2,2,2,1,2,2,2,2,5,5, ,2,4,5,3,5,2,2,2,2,2,2,2,2,2,1,2,3,1,2,4,1,5,5,18,1
1,4,4,4,4,4,4,4,4,2,3,2,2,2,2,2,2,2,3,2,2,2,4,2,2,2,2,2,1,2,2,4,4,2,5,2,4,5,4,2,2,2,2,2,2,2,1,2,2,2,1,1,2,34,1,10,2,18, 
1,5,3,4,5,4,4,2,2,4,1,2,1,2,1,1,2,1,4,3,4,4,4,1,1,2,2,1,2,2,2,4,5,2,4,3,4,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,26,1,5,2,18, 
1,5,3,4,4,4,3,4,4,4,4,3,5,4,2,2,2,5,2,2,2,2,4,1,2,2,1,2,2,2,2,5,5,4,4,3,5,5,5,2,2,2,1,2,2,2,2,2,1,2,1,1,2,41,1,10,5,18,3
1,4,5,4,5,4,4,2,2,4,3,5,5,3,3,2,4,5,3,4,5,3,5,1,2,2,1,2,2,2,2,4,5,2,4,2,4,5,5,2,2,2,1,2,2,2,2,2,2,2,2,1,2,32,1,4,8,18,3
1,5,5,4,5,4,5,4,4,5,4,5,4,4,5,4,5,4,4,4,5,5, ,2,2,2,1,2,2,2,1,5,5,4,5,4,5,5,5,2,2,2,2,2,2,2,1,2,2,2,2,1,2,19,1,3,2,18, 
1,4,3,2,4,4,3,3,3,5,5,4,4,5,4,2,4,4,4,3,4,4,4,1,2,2,1,2,2,2,2,5,5,2,4,2,5,5,4,2,2,2,1,2,2,1,2,2,2,2,1,1,2,56,1,3,5,18, 
1,5,4,4,5,4,4,2,2,5,3,4,4,1,3,4,4,4,5,4,2,1,4,2,2,2,1,2,2,2,2,5,2,2,4,3,5,5,5,2,2,2,2,2,2,2,2,1,2,2,2,1,2,6,2,9,8,18,2
1,5,4,2,5,2,4,2,2,5,4,4,5,5,4,4,4,4,5,3,5,5,5,1,2,2,1,2,2,2,2,4,4,2,5,1,4,5,5,2,2,2,1,2,2,2,1,2,2,2,3,1,2,41,1,4,5,18,3
1,4,4,3,5,3,5,3,3,3,2,4,3,2,4,1,5,2,4,3,4,4,4,1,2,2,1,1,2,2,2,4,4,3,2,3,4,4,3,2,2,2,2,2,2,2,2,2,2,2,1,1,2,57,1,3,5,18,2
1,3,3,3,3,3,4,3,3,4,3,2,2,2,2,2,4,3,4,3,3,2,2,2,2,2,2,2,2,2,2,4,4,4,4,3,4,5,5,2,2,2,2,2,2,2,2,2,2,2,2,1,2,7,1,8,1,18,1
1,4,4,1,2,2,2,1,1,5,3,4,2,1,1,1,4,2,5,3,5,5,5,1,2,2,1,1,2,2,2,4,5,4,5,1,4,5,5,2,2,2,2,2,2,2,2,2,1,2,3,1,2,6,1,5,5,18,1
1,4,4,4,4,4,4,2,2,4,4,4,5,2,4,4,4,5,4,4,5,5,5,2,2,2,1,2,1,2,2,4,5,4,4,2,5,4,4,2,2,2,1,2,2,2,2,2,2,2,3,1,2,36,1,5,5,18,1
1,2,3,3,1,1, , , , , ,1,1,1,1,1,1,1,4,4,4,4,4,1,1,2,1,1,2,2,2,4,2,1,5,3,4,5,3,2,2,2,2,2,2,1,1,2,2,2,2,1,2,34,1,5,5,18, 
1,4,5,5,5,5,4,3,3,5,4,5,5,5,4,4,5,5,5,5,4,2,2,1,2,2,2,2,2,2,2,4,5,4,5,2,5,5,5,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,1,2,5,18,2
1,4,4,4,4,3,4,3,3,5,3,4,4,3,4,3,4,4,4,4,3,3,3,2,2,2,2,1,2,2,2,5,5,4,5,5,5,5,4,2,2,2,2,2,2,2,2,1,2,2,2,1,2,15,5,10,5,18,1
1,4,2,2,3,1,4,2,2,4,2,2,2,1,4,4,1,1,5,5,5,5,5,2,2,2,1,2,2,2,2,4,4,1,2,2,4,5,3,2,2,2,2,2,2,2,1,2,2,2,2,1,2,52,2,9,5,18,1
1,4,5,3,5,3,5,2,2,5,5,5,4,2,4,4,4,4,3,3,3,2,4,2,2,2,1,2,2,2,2,5,3,1,4,3,5,5,3,2,2,2,1,2,2,2,2,2,2,2,2,1,2,11,2,9,5,18,1
1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,4,5,2,2,2,2,2,2,2,2,4,5,4,5,4,5,5,4,2,2,2,2,2,2,2,2,1,2,2,1,1,2,36,1,3,17,18,2
1,4,4,4, ,2,5,2,2,4,2,5,5,4,2,4,2,4,4,4,5,5,5,1,2,2,2,2,2,2,1,4,3,1,5,4,5,5,5,2,2,2,2,2,2,2,2,1,2,2,2,1,2,4,1,8,8,19,1
1,4,4,4,4,3,4,3,3,4,4,4,5,3,4,4,4,4,2,2,4,4,2,2,2,2,1,2,2,2,2,4,5,4,4,4,5,5,4,2,2,2,2,2,2,2,1,2,2,2,1,1,2,7,1,4,5,19,3
1,4,3,2,4,3,3,2,2,4,2,4,4,2,3,2,3,3,3,2,4,4,4,2,2,1,1,2,2,2,2,3,4,2,4,4,4,4,3,2,2,2,2,2,2,2,2,1,2,2,2,1,2,6,1,5,5,19,1
1,5,4,5,5,5,4,4,4,4,4,5,5,4,5,5,5,5,5,3,5,5,5,2,2,2,2,2,2,2,2,5,5,4,5,4,5,5,5,2,2,2,1,2,2,2,2,2,2,2,2,1,2,22,5,9,2,19,3
1,4,4,4,5,5,4,3,4,4,2,1,1,2,2,2,4,4,1,1,5,5,3,1,2,2,1,1,2,2,2,2,4,1,4,3,4,5,4,2,2,2,2,2,2,2,2,1,2,2,2,1,2,57,1,4,5,19,2
1,4,4,4,3,2,2,4,4,5,5,5,5,4,4,4,5,5,5,5,5,5,5,1,2,1,1,2,2,2,2,5,5,3,5,1,5,5,4,2,2,2,1,2,2,2,2,2,2,2,1,1,2,48,1,4,5,19,2
1,4,4,4,4,4,4,3,3,3,2,4,5,2,3,3,4,5,4,4,4, ,5,2,2,2,2,2,2,2,2,5,5,5,4,4,5,5,4,2,2,2,2,2,2,2,1,2,2,2,1,1,2,7,1,5,5,19,1
1,4,4,4,3,2,4,2,2,4,2,2,2,2,2,2,2,2,4,4,4,4,3,1,1,2,1,1,2,2,2,4,4,4,3,4,4,4,4,2,2,2,2,2,2,2,2,1,2,2,2,1,2,16,1,3,2,19,2
1,4,4,2,2,2,4,2,2,4,3,1,1,1,1,1,1,1,2,2,5,4,5,2,2,2,2,2,2,2,2,4,4,1,4,2,2,5,4,2,2,2,2,2,2,2,2,1,2,2,2,1,2,52,1,4,17,1,3
1,4,4,2,5,2,3,4,4,5,4,4,2,3,4,2,5,2,2,4,5,5,5,1,2,1,1,2,2,2,2,4,5,4,3,4,4,5,4,2,2,2,2,2,2,2,1,2,2,2,1,1,2,42,1,4,8,1,3
1,4,3,4,4,3,4,3,2,3,3,3,3,2,3,3,3,3,2,1,4,5,5,2,2,2,2,2,2,2,2,2,1,1,3,3,2,3,3,2,2,2,2,2,2,2,2,1,2,2,1,1,2,34,1,1,16,1,3
1,5,3, ,4,2,3,3,4,3,2,1,1,1,2,2,4,2,3,2,2,2,4,2,2,1,2,1,2,2,2,5,5,2,4,4,5,5,5,2,2,2,2,2,2,2,2,1,2,2,2,1,2,7,1,5,17,1,1
1,5,4,5,4,5,3,4,4,5,4,4,5,4,4,5,4,5,3,2,4,2,3,2,2,2,1,2,2,2,2,4,3,2,4, ,4,5,4,2,2,2,1,2,2,2,1,2,2,2,3,1,2, ,1,10,11,1, 
1,4,4,2,4,2,2,2,2,3,2,3,3,2,2,2,2,2,4,3,5,4,4,1,1,1,1,2,2,1,2,3,3,2,3,2,4,5,3,2,2,2,2,2,2,2,2,1,2,2,1,1,2,41,1,5,5,1,1
1,3,3,3,5,3,5,3,4,4,3,3,3, ,4,4,4,4,4,2,4,4,4,2,2,2,2,2,2,2,2,5,5,1,4,4,4,5,5,2,2,2,2,2,2,2,2,2,2,2,1,1,2,12,1,2,17,1,1
1,4,4,2,2, ,4,3,3,5,3,1,1,1,1,1,1,1,4,3,3,3,3,2,2,2,2,2,2,2,2,5,4,4,3,3,5,5,5,2,2,2,1,2,2,2,2,2,2,2,1,1,2,42,1,4,1,1,3
1,4,4,4,4,2,3,2,3,3,2,1,1,1,2,2,2,2,3,3,5,4,4,2,1,2,1,1,2,2,2,4,3,2,4,2,4,4,4,2,2,2,2,2,2,2,2,1,2,2,3,1,2,7,1,8,8,1,1
1,5,4,2,4,3,3,3,4,4,2,5,5,2,1,1,2,2,5,4,2,2,3,1,2,2,1,2,2,2,2,5,4,4,3,3,4,5,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,1,4,2,2,3
1,4,3,3,4,2,4,2,2,2,1,5,2,1,1,1,3,1,3,3,4,4,4,1,2,2,1,2,2,2,2,3,2,2,3,3,3,5,3,2,2,2,2,2,2,2,1,2,2,2,3,1,2, ,1,1,5,2, 
1,5,3,4,4,4,2,3,3,5,5,4,5,3,5,5,3,5,2,1,5,3,5,2,2,2,2,2,2,2,2,5,4,4,4,4,5,5,5,2,2,2,2,2,2,2,1,2,1,2,1,1,2,7,1,9,5,2,3
1,4,4,4,4,4,4,3,3,3,3,2,2,2,2, ,2, ,2,2,2,2,2,1,1,2,2,1,2,1,2,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,1,2,2,2,1,2,26,1,5,5,2,1
1,3,3,4,4,5,4,4,4,5,5,3,5,3,3,3,3,4,3,3,3,3,3,2,2,2,2,2,2,2,2,3,4,2,3,3,3,5,3,2,2,2,2,2,2,2,2,2,2,2,3,1,2,4,1,9,17,2,3
1,5,5,5,5,5,5,3,4,5,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,1,2,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,2,2,2,1,2,34,1,3,7,2,2
1,4,4,4,4,4,4,2,3,2,2,2,3,1,3,2,3,3,3,3,4,4,4,1,2,2,2,2,2,2,2,3,2,2,3,2,3,4,4,2,2,2,2,2,2,2,2,1,2,2,2,1,2,34,1,4,7,2, 
1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,1,1,4,4,4,2,2,2,2,2,2,2,2, , , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,1,1,2,6,1,9,10,2,3
1,5,4,4,4,4,4,3,3,4,4,4,4,4,3,4,4,4,1,1,4,4,5,2,2,2,2,2,2,2,2,2,2,1,4,3,4,5,3,2,2,2,2,2,2,2,2,2,1,2,3,1,2,14,1,5,5,2,1
1,4,4,3,3,3,5, ,3,4,2,4,4,3,2,2,3,4,4,4,5,5,5,1,2,2,1,2,2,2,2,5,5,2,4,4,5,5,5,2,2,2,2,2,2,2,1,2,2,2,2,1,2,11,1,3,16,3,3
1,5,5,5,5,4,5,3,3,5,4,4,4,2,2,2,4,4,5,5,5,5,5,1,1,1,1,1,2,2,2,5,4,4,5,2,4,4,5,2,2,2,2,2,2,2,2,1,2,2,2,1,2,4,1,5,16,5,1
1,3,3,4,2,3,3,4,4,4,2,1,3,2,4,3,2,2,4,4,5,4,5,2,2,1,2,2,1,2,1,3,3,2,4,4,3,4,3,2,2,2,2,2,2,2,2,1,2,2,3,1,2,34,1,5,5,5,1
1,4,2,2,4,4,3,2,2,5,4,4,4,4,1,1,2,2,3,3,3,4,2,1,1,2,1,2,2,2,2,5,5,5,5,3,5,5,5,2,2,2,1,2,2,2,2,2,2, ,1, , , ,1,9,5,6, 
1,5,5,4,4,4,4,3,3,4,4,5,5,4,2,2,5,5,5,3,4,3,3,1,2,2,1,2,2,2,2,5,5,3,5,3,4,5,4,2,2,2,2,2,1,2,1,2,2,2,2,1,2,11,1,7,2,6,3
1,3,4,4,4,3,4,3,3,3,1,4,4,2,2,2,4,4,3,3,3,3,4,2,2,2,2,2,2,2,2,4,5,5,3,3,4,5,3,2,2,2,2,2,2,2,2,1,2,2,2,1,2,23,1,5,8,6,1
1,4,4,4,4,2,4,4,4,5,2,4,4,3,2,2,4,4,4,4,4,5,5,2,2,2,2,2,2,2,2,4,5,4,2,4,5,5,5,2,2,2,2,1,2,2,1,1,2,2,2,1,2,42,1,2,10,6,1
1,5,4,3,5,3,4,2,2,4,2,3,3,2,2,1,2,2,4,2,4,5,4,2,2,2,1,2,2,2,2,4,5,4,2,5, ,4,5,2,2,2,2,2,2,2,2,1,2,2,2,1,2,25,1,1,5,6,3
1,5,5,4,3,4,4,2,2,5,3,5,5,1,3,3,5,5,2,1,4,4,4,2,2,2,2,2,2,2,2,4,2,2,4,2,4,5,5,2,2,2,2,2,2,2,2,1,2,2,3,1,2,24,1,5,5,6,1
1,4,3,3,4,3,2,3,4,4,2,5,4,3,3,2,3,3,4,4,4,3,4,1,2,2,1,2,2,2,2,4,4,3,3,2,4,4,4,2,2,2,2,2,2,2,1,2,2,2,2,1,2,6,1,9,8,6,3
1,5, ,3,4,4,4,4,4,5,4,5,5,4,2,2,4,4,3,2,2,2,2,1,2,2,2,2,2,2,2,2,4,4,2,3,5,5,5,2,2,2,2,2,2,2,1,2,2,2,1,1,2,6,1,4,5,6, 
1,5,4,3,5,4,5,3,4,5,4,4,4,4,2,2,4,4,5,4,4,2,4,1,2,2,2,2,2,2,2,5,5,5,1,2,5,4,5,2,2,2,1,2,2,2,2,2,2,2,1,1,2,6,1,4,8,6,3
1,5,5,5,5,5,5,5,5,5,5,5,5,2,1,1,4,3,4,4,4,5,4,2,2,2,2,2,2,2,2,4,5,4,5,5,4,5,5,1,2,2,2,1,1,2,2,2,2,2,1,1,2, ,1,1,9,6, 
1,4,4,4,4,4,4,4,2,4,4,5,5,1,2,2,5,5,3,4,4,4,4,2,2,2,1,2,2,2,2,3,5,5,4,1,5,5,5,2,2,2,1,2,2,2,2,2,2,2,1,1,2,25,1,4,8,6,3
1,5,4,3,3,4,3,2,3,4,3,2,4,1,2,2,3,4,4,3,4,4,4,2,2,2,2,2,2,2,2,2,4,2,2,3,4,5,4,2,2,2,2,2,2,2,1,2,2,4,2,2,181, ,1,9,2,6,3
1,1,1,2,2,2,2,2,2,3,2,2,2,1,1,1,1,1,5,5,5,4,3,1,2,2,1,1,2,2,2,5,5,1,5,1,5,5,5,2,2,2,2,2,2,2,2,1,2,2,3,1,2,23,5,9,10,6,3
1,4,4,3,3,3,4,3,3,4,3,3,3,4,2,2,4,4,2,3,3,3,3,2,2,2,1,2,2,2,2,4,4,4,3,2,3,4,4,2,2,2,2,2,2,2,1,2,1,2,1,1,2,52,1,4,5,8,3
1,4,4,3,4,4,3,3,3,4,1,1,1,1,1,1,1,1,5,5,4,4,4,2,2,2,1,2,2,2,2,5,4,4,5,3,4,5,5,2,2,2,1,2,2,2,2,2,2,2,1,1,2,17,1,5,2,8,1
1,4,4,4,4,5,4,4,5,4,4,1,5,1,1,3,1,5,4,4,4,3,4,2,2,1,2,2,2,2,2,5,5,4,5,4,4,4,5,2,2,2,1,2,2,2,1,2,2,2,2,1,2,35,1,4,5,8,3
1,5,5,5,5,5,5,5,5,5,3, , , , , , , , , , , , ,2,2,2,2,2,2,2,2, , , , , , , , ,2,2,2,2,2,2,2,2,2,2, , , , , ,1, ,5,8, 
1,5,2,4,4,5,4,3,3,5,5,5,5,4,5,5,4,5,5,5,5,5,4,2,2,1,1,2,2,2,2,5,5,5,2,2,5,5,4,2,2,2,1,2,1,2,2,2,1,2,1,1,2,49,1,3,2,8,2
1,5,4,2,4,2,2,2,2,5,5,2,2,2,2,2,2,2,4,4,3,3,3,1,2,2,1,2,2,2,2,5,5,5,2,2,5,4,3,2,2,2,2,2,2,1,1,2,2,2,2,1,2,33,1,4,10,8, 
1,5,4,5,4,4,5,4,4,4,4,5,5,5,5,5,5,5,2,2,5,5,5,2,2,2,2,2,2,2,2,4,5,2,5,4,4,5,5,2,2,2,1,2,2,2,2,2,2,2,1,1,2,7,1,4,2,8,3
1,4,4,4,4,4,4,3,3,4,3,4,3,3,3,3,3,3,4,3,5,4,4,1,2,2,2,2,2,2,2,5,5,4,4,3,5,5,4,2,2,2,2,2,2,1,2,2,2,2,1,1,2,39,1,2,17,8,1
1,5,5,2, ,2,5,1,1,5,4,1,1,1,1,1,1,1,5,5,2,3,3,1,2,2,1,2,2,2,2,5,5,4,1,1,5,5,5,2,2,2,1,1,2,2,1,2,1,2,1,1,2,6,1,4, ,8,2
1,4,4,4,4,4,3,2,2,4,2,4,4,1,3,3,4,3,2,2,3,3,2,2,2,2,2,2,2,2,2,5,5,4,4,2,4,5,4,2,2,2,2,2,2,2,2,2,2,2,3,1,2,23,1,5,8,9,1
1,5,3,4,5,5,2,2,2,5,5,5,5,3,2,2,4,4,4,4,4,5,5,2,2,2,2,2,2,2,2,5,5,5,2,2,5,5,5,2,2,2,1,2,2,2,2,2,2,2,1,1,2,34,1,4,5,9,3
1,5,5,4,5,4,5,3,4,5,3,5,4,3,5,2,5,4,1,1,5,5,4,2,2,2,1,2,2,2,2,4,5,4,5,4,5,5,5,2,2,2,1,2,2,2,2,2,2,2,1,1,2,24,4,4,8,9,3
1,4,4,2,3,2,4,2,4,5,2,1,1,2,1,1,1,1,4,2,4,4,4,1,2,2,2,1,2,1,2,5,5,4,3,4,5,5,4,2,2,2,2,2,2,2,2,1,2,2,2,1,2,56,1,5,8,9,1
1,4,4,2,4,2,2,2,2,4,4,5,4,4,5,4,5,4,3,3,4,4,4,2,2,1,1,2,2,2,2,4,5,5,2,2,5,5,4,2,2,2,1,2,2,2,1,2,2,2,1,1,2,56,1,9,8,9,3
1,2,2,2,3,2,4,2,2,4,1,4,4,2,1,1,1,1,2,2,4,4,4,2,2,1,2,2,2,2,2,3,3,2,2,2,3,4,3,2,2,2,2,2,2,2,2,1,2,2,2,1,2,34,4,3,13,9,2
1,4,4,4,5,4,4,4,5,4,2,4,5,3,3,4,4,4,1,3,3,4,4,2,2,2,2,2,2,1,2,4,4,2,4,1,4,4,3,2,2,2,2,2,2,2,2,1,2,2,2,1,2,19,1,4,10,9,3
1, , , , , , , , , , ,4,5,5,5,4,4,4, , , , , ,2,2,2,2,2,2,2,1, , , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,1,1,2,47,2,5,14,9,2
1,4,4,3,2,1,4,2,2,4,1,2,2,1,1,1,2,1,4,4,5,5,5,1,1,2,1,2,2,2,2,4,4,3,5,3,4,4,4,2,2,2,2,1,2,2,2,2,2,2,3,1,2,14,2,1,2,9,3
1,5,4,4, ,2,4,2,2,4,2,4,5,4,4,2,4,4,4,4,3,4,4,2,2,2,1,2,2,2,2,4,4,5,5,2,5,5,5,2,2,2,2,2,2,2,1,2,1,2,1,1,2,26,1,10,8,9,3
1,5,5,5,3,1,5,1,2,4,2,3,3,1,1,1,3,1,4,3,5,4,5,1,2,2,2,2,2,2,2,5,4,4,5,5,5,5,5,2,2,2,2,1,2,2,2,2,2,2,1,1,2,11,2,10,8,9,3
1,4,4,3,3,3,4,1,1,4,2,1,1,1,1,1,1,1,5,5,5,5,5,1,1,2,1,2,2,2,2,5,5,4,5,2,4,5,5,2,2,2,2,2,2,2,1,2,2,2,2,1,2,54,1,2,8,9,1
1,4,4,3,5,4,2,3,2,5,5,2,2,1,1,2,2,2,4,3,5,5,5,2,1,2,1,2,2,2,2,5,4,2,5,3,5,5,5,2,2,2,2,2,2,2,1,2,2,2,2,1,2, ,1,5,10,9,1
1,3,2,2,4,2,4,2,2,4,2,3,4,2,2,2,3,3,4,3,5,5,5,1,1,2,1,2,2,2,2,4,4,3,4,2,5,4,4,2,2,2,2,2,2,2,1,2,2,2,3,1,2,41,1,5,10,10,1
1,5,5,5,5,5,5,3,5,5,3,5,5,2,5,2,5,5,1,1,1,1,1,2,2,1,2,2,2,2,2,4,4,4,5,5,5,5,5,2,2,2,2,2,2,2,2,1,2,2,1,1,2,17,1,2,2,10,1
1,4,4,4,4,2,4,3,3,5,4,1,1,2,1,1,4,2,2,2,4,4,4,2,2,2,2,2,2,2,2,5,5,5,2,3,5,5,5,2,2,2,2,2,2,2,2,2,1,2,1,1,2,17,1,4,2,10,3
1,4,4,2,2,2,5,1,1,5,5,5,5,3,2,4,3,4,5,5,2,2,3,2,2,2,2,2,2,2,2,5,5,5,1,2,5,3,5,2,1,2,1,1,2,1,2,2,2,2,1,1,2,7,4,9,5,10,3
1,5,4,4,4,4,5,4,4,4,3,4,3,3,3,3,3,3,3,4,5,5,5,2,2,2,2,2,2,2,2,4,4,2,4,3,4,5,3,2,2,2,2,2,2,2,1,2,2,2,2,1,2,52,1,2,10,10,1
1,5,5,4,5,5,5,4,5,5,5,5,5,3,2,1,5,5,2,3,5,1,5,2,2,2,2,2,2,2,2,4,1,1,5,4,3,5,3,2,2,2,1,2,2,2,2,2,2,2,1,1,2,35,1,4,5,10, 
1,4,3,3,5,2,5,3,3,4,2,1,1,2,1,2,1,1,4,3,4,4,4,2,2,2,2,1,2,1,2,4,4,2,4,4,4,5,4,2,2,2,2,2,2,2,2,2,2,2,2,1,2,6,1,5,2,10,1
1,5,5,5,5,4,5,3,3,4,3,4,5,4,4,4,4,5,4,2,5,5,5,2,2,2,2,2,2,2,2,4,4,2,1,4,4,5,5,2,2,2,1,2,2,2,1,2,2,2,1,1,2,52,1,9,5,11,2
1,4,5,4,5,5,4,4,4,5,5,5,5,4,5,5,5,5,4,3,5,4,2,2,2,2,2,2,2,2,2,4,4,4,3,3,5,5,4,2,2,2,2,2,2,2,1,2,2,2,1,1,2,19,1,9,5,11,1
1,5,5,5,5,5,4,4,5,5,4,5,5,4,4,4,5,5,3,3,4,5,4,1,2,2,1,1,2,2,2,3,5,4,5,4,5,5,5,2,2,2,2,2,2,2,2,1,2,2,1,1,2,21,1,1,5,11,3
1,4,4,4,4,2,4,2,2,5,4,4,3,2,3,1,4,4,4,4,5,5,4,2,2,1,1,2,2,2,1,5,5,2,3,4,5,5,4,2,2,2,1,2,2,2,1,2,2,2,3,1,2,32,1,5,8,11,1
1,3,4,4,4,3,3,3,3,4,3,2,3,3,3,3,3,3,2,2,2,2,2,2,2,1,2,1,2,2,2,4,4,4,4,4,4,5,2,2,2,2,1,2,2,2,2,2,2,2,3,1,2,19,1,5,5,11,1
1,4,4,3,5,5,5,3,4,4,2,2,2,2,2,2,2,2,4,3,4,4,4,1,2,2,1,1,2,2,2,4,4,2,4,4,4,5,4,2,2,2,2,2,2,2,2,1,2,2,2,1,2,8,1,5,5,11,1
1,4,3,4,4,4,4,2,3,5,4,4,4,4,3,3,4,4,3,4,4,4,4,2,2,2,2,2,2,2,2,4,4,3,4,4,4,5,5,2,2,2,1,1,2,2,1,2,2,2,1,1,2,45,1,9,5,11,2
1,4,4,3,3,2,3,2,1,4,3,2,2,1,4,2,1,1,2,1,5,5,4,1,1,2,1,1,2,2,2,2,2,1,4,3,4,5,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2, ,2,9,5,11, 
1,3,4,4,4,4,3,3,3,5,5,5,5,5,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,5,5,5,3,3,5,5,4,2,2,2,1,2,2,2,2,2,2,2,1,1,2,34,1,9,2,12,3
1, ,4, , , , , , , , , , , , , , , ,5,4,5,5,5,2,2,2,2,2,2,2,2,5, , , ,3, , ,3,2,2,2,2,2,2,2,2,2,2,2, ,1,2,52,3,10,10,12,1
1,4,4,4,5,4,4,3,4,4,2,3,3,3,4,3,1,1,3,2,4,4,5,2,1,1,2,1,2,2,2,4,4,2,3,4,4,4,3,2,2,2,2,2,2,2,2,1,2,2,2,1,2,17,1,4,2,12,3
1,4,4,3,4,2,4,2,3,5,3,5,4,4,4,3,5,3,4,3,5,5,5,2,2,1,2,2,2,1,2,4,5,2,2,3,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,1,2,49,1,4,16,12,3
1,5,4,4,4,2,5,3,3,4,2,4,4,3,4,4,4,4,2,1,4,4,5,2,2,2,1,2,1,2,2,2,2,1,4,4,4,5,3,2,2,2,2,2,2,2,2,1,2,2,1,1,2,52,1,4,5,12,3
1,4,4,4,4,4,2,2,3,5,5,4,4,4,4,4,5,5,3,1,4,4,4,2,2,2,2,2,2,2,2,4,2,1,4, ,4,5,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,25,1,10,5,12,1
1,4,4,4,4,3,4,4,4,4,2,2,3,1,3,2,2,2,3,3,3,3,4,2,2,1,1,2,2,1,2,4,4,4,3,2,4,5,4,2,2,2,1,2,2,2,2,2,1,2,2,1,33, ,1,5,5,12,1
1,5,5,5,5,4,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,2,2,2,1,2,2,2,2,2,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,1,2,2,2,1,2,17,1,4,15,14,3
1,5,5,3,4,5,5,3,3,5,4,5,5,5,5,5,5,5,4,3,3,3,5,1,2,2,2,2,2,2,2,5,5,5,5,5,5,4,3,2,2,2,2,2,2,2,1,2,2,2,3,1,2,15,2,9,5,14,1
1,3,4,4,4,2,4,3,4,2,2,4,4,1,2,1,3,2,4,5,4,4,4,1,2,2,2,1,2,2,2,5,5,4,3,2,4,5,4,2,2,2,2,2,2,2,2,1,2,2,2,1,2,6,1,5,8,14,1
1,4,5, ,5,4,4,4,4,5,5,4,4,4,2,2,4,4,4,4,5,5,5,1,2,2,1,2,2,2,2,5,5,4,5,2,5,5,5,2,2,2,1,2,2,2,1,2,2,4,1,2,181, ,2,9,5,14, 
1,5,5,5,4,2,5,2,2,4,4,3,2,1,1,1,1,1,3,3,4,2,3,1,1,2,1,1,2,2,1,3,5,4,2,3,4, ,3,2,2,2,2,2,2,2,2,1,2,2,2,1,2,56,2,4,16,15,3
1,5,3,2,4,2,4,2,2,3,2,1,4,1,1,1,1, ,4,3,4,4,4,2,2,2,2,2,2,2,2,4,4,3,4,4,4,5,4,2,2,2,2,2,2,2,2,1,2,2,3,1,2,11,1,5,5,15,1
1,4,4,4,5,4,5,4,4,5,4,5,4,4,5,4,5,4,3,4,3,4,4,2,2,2,2,2,2,2,2,4,5,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,1,1,2,7,1,10,10,18,3
1,4,3,2,2,1,5,3,3,5,3,4,3,1,2,2,4,3,5,5,5,5,5,1,2,2,1,1,2,2,1,5,5,4,5,4,5,5,5,2,2,2,2,2,2,2,2,1,2,2,1,1,2,4,1,2,16,18,1
1,4,4,3,3,4,4,2,3,4,3,4,4,3,2,2,4,3,4,4,4,5,5,1,1,2,1,2,2,2,2,5,5,3,3,4,4,4,4,1,2,2,1,1,2,2,1,2,2,2,2,1,2,11,2,9,5,19,3
1,5,5,5,5,2,5,4,4,5,5,4,1,2,4,1,4,2,5,4,3,4,4,2,2,2,2,2,2,2,2,5,5,5,3,4,5,4,3,2,1,2,2,2,2,1,2,2,2,2,3,1,2,4,1,4,2,1,3
1,4,4,5,4,5,2,4,4,5,4,3, ,4,2,2,4,5,4,3,2,2,2,2,2,2,1,2,2,2,2,4,5,5,4,2,5,5,5,2,2,2,1,2,2,2,2,2,2,2,1,1,2, ,1,4,5,1,3
