"","16_12_09","06_16_13_1","06_16_13_2","06_16_13_3","06_16_13_4","06_16_13_5","06_16_13_6","06_16_13_7","07_17_14_1","07_17_14_2","07_17_14_3","08_20_16_1","08_20_16_2","08_22_18","09_31_20_1","09_31_20_2","09_31_20_3","09_31_20_4","09_31_20_5","10_32_19_1","10_32_19_2","10_32_19_3","10_32_19_4","10_32_19_5","10_32_19_6","10_32_19_7","10_32_19_8","11_19_15_1","11_19_15_2","11_19_15_3","11_19_15_4","11_19_15_5","11_19_15_6","11_19_15_7","11_19_15_8","11_19_15_9","11_19_15_10","11_19_15_11","work_sector","domain","funding_agency","region","survey_label","dim_1","dim_2","contrib"
"7103","2","2","2","1","2","2","1","2","2","2","3","3","4","3","1","2","3","3","2","1","2","3","2","4","2","1","2","1","1","1","1",NA,NA,"1",NA,"1","1","1","Academic","Other","Other","AfricaMENA","S3",2.96706459265759,-1.27977783469152,0.0375640351147641
"7122","1","2","2","2","2","2","2","2","2","2","2","4","4","2","1","2","2","2","3","2","5","5","2","2","3","1","5","1","1","1","1","1","1","1","1","1","1","1","Academic","Physical science","Federal/national government","AfricaMENA","S3",3.36274078911805,2.35722061060406,0.0606724259273976
"7131","3","2","2","2","2","1","2","2","1","4","3","3","3","3","2","2","1","1","3","1","1","3","2","3","1","1","4","2","1","1","1",NA,"1","2","1",NA,"1","1","Academic","Other","Other","AfricaMENA","S3",1.23178693330196,-0.136242794161248,0.00552547309110856
"7141","2","1","1","2","1","1","1","1","2","3","3","2","3","3","2","2","2","2","2","2","4","4","4","2","2","2","2",NA,"1","1","1","1",NA,"1","1","1",NA,NA,"Academic","Other","Other","USACanada","S3",2.81865256666194,-3.07373780839833,0.0625725250847314
"7151","1","2","2","1","1","2","2","1","3","3","3","3","3","3","5","5","5","2","5","4","5","5","5","2","5","1","2","1","2","1","1",NA,"1","1","1","1","1","1","Academic","Social science","Other","AfricaMENA","S3",3.9623761349774,7.80173949099074,0.275462409824852
"7161","2","2","2","2","2","2","1","1","1","1","3","4","4","5","2","5","2","1",NA,"1","1","5","1","3","2","1","1","1","1","1","1","2","2","2","1","1","2","2","Academic","Other","Federal/national government",NA,"S3",-0.207951078734352,1.1697056754745,0.00507790481807181
"7171","3","2","2","2","2","2","2","2","2","2","2","2","2","2","2","3","3","2","2","2","3","2","3","2","2","3","3","1","2","1","1",NA,NA,"2","1","1","1","1","Academic","Other","Federal/national government","AfricaMENA","S3",2.15748609859066,-0.405491251937351,0.0173376291155677
"7181","1","2","2","2","2","2","2","1","1","1","2","2","2","5","1","1","2","2","1","1","1","2","1","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","Academic","Physical science","Federal/national government","AfricaMENA","S3",0.790310088986976,2.06537484797903,0.0175937589486005
"7191","1","1","1","2","2","2","1","2","1","1","2","4","4","5","1","4","2","1","1","1","2","5","1","1","1","1","2","1","1","1","1","1","1","1","1","1","1","1","Academic","Natural science","Local government","AfricaMENA","S3",1.50832589825077,1.39975197271396,0.0152336696467027
"7202","1","2","2","1","2","2","2","2","1","1","3","2","4","3","1","2","2","2","3","1","3","4","1","1","2","1","2","1","1","1","1","1","1","2","1","1","1","1","Academic","Other","Federal/national government","AfricaMENA","S3",1.95233829425551,1.11809246616894,0.01821036639727
"7221","2","2","2","2","1","2","2","2","2","2","1","4","4","4","2","2","2","3","2","1","1","1","1","1","2","1","1","1","1","1","2","2","2","1","1","1","1","1","Academic","Physical science","Corporation","AsiaSEAsia","S3",-0.481636512616958,0.50020111775386,0.00173469090939209
"7231","1","1","2","2","2","2","2","2","2","3","3","4","2","3","1","1","2","1","1","1","3","3","3","2","3","1","1","1","1","1",NA,"1","2","1","1","1","1","1","Academic","Other","Federal/national government","AfricaMENA","S3",1.38378224468248,0.721285500461001,0.00876063119545693
"7242","2","2","2","2","1","1","2","1","2","1","1","2","3","2","2","1","1","2","1","2","1","1","2","3","1","1","3","1","1","1","1",NA,NA,"1",NA,NA,"1","1","Academic","Other","State/regional government","AfricaMENA","S3",0.998988885050387,0.95685600388355,0.00688426895148793
"7252","2","2","2","2","2","1","1","1","1","1","1","4","4","5","1","2","3","3","1","1","1","1","3","1","1","2","1","2","1","1","2","2","2","2","2","2","2","2","Academic","Other","Other","AfricaMENA","S3",-4.48495945036782,1.0649551627146,0.0764461858188467
"7261","2","2","2","1","2","2","2","2","2","5","2","3","3","3","1","1","1","1","1","1","4","5","1","1","1","1","1","1","1","1","1","1","1",NA,NA,"1","1",NA,"Academic","Physical science","Federal/national government","AfricaMENA","S3",1.39339002136259,2.38448421520208,0.0274402702117579
"7271","2","2","2","2","1","2","2","1","1","4","4","4","4","4","2","2","2","2","2","2","3","3","3","4","3","2","4",NA,"1","1","1","1","2","2","1","1","1",NA,"Academic","Physical science","Federal/national government","AsiaSEAsia","S3",1.84365351349793,-2.73670524709335,0.0391732957836337
"7291","2","2","2","2","2","2","2","2","5","1","1","4","4","5","1","2","1","1","1","2","2","5","4","5","5","5","5","1","1","1","1","1","1","1","2","1","1","1","Academic","Natural science","Federal/national government","AfricaMENA","S3",1.69486358185886,5.45200049271767,0.11727175920614
"7301","2","2","2","1","2","2","2","2","5","5","1","3","4","1","1","1","3","1","2","5","5","3","2","1","2","1","3",NA,"1","1","1","2",NA,"2","2",NA,NA,"2","Academic","Other","Other","AfricaMENA","S3",-0.0328011564050528,2.71607357618505,0.0265438497483672
"7312","2","2","2","2","2","2","1","2","2","1","2","3","3","1","3","4","3","3","2","1","1","1","2","1","2","2","2","1","1","1","1","1",NA,"2","2","2","1","2","Academic","Other","Corporation","AfricaMENA","S3",0.229452952166171,0.760334961976862,0.00226923890378953
"7321","2","2","1","2","2","2","2","2","2","5","5","4","4","5","1","3","1","1","1","1","1","5","5","5","1","1","1","2","1","1","1","2","2","2","2","2","1","1","Academic","Natural science","Federal/national government","AfricaMENA","S3",-3.04433341670879,0.452837405482384,0.0340805283979921
"7331","1","2","2","2","2","2","2","2","4","4","4","4","4","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2",NA,"2","2","Academic","Other","Other","USACanada","S3",-2.52332258628771,-3.23244983898412,0.0604974879315235
"7342","2","2","2","2","2","1","2","2","3","5","2","2","2","5","2","3","4","2","3","5","5","4","3","5","3","5","3","1","2","1",NA,"1","2","2",NA,"1","1","2","Academic","Physical science","Private foundation","AfricaMENA","S3",1.5105914990495,3.01276513274286,0.0408642813088144
"7351","3","2","2","2","2","1","1","1","2","3","3","4","4","5","3","3","2","1","1","3","3","3","3","3","3","1","3","1","1","1","1","1","1","1","1","1","1","1","Academic","Other","Federal/national government","AfricaMENA","S3",4.42478300818209,-0.623412727170073,0.0718352988864631
"7362","3","2","1","2","2","1","2","2","2","2","3","4","4","5","2","4","1","1","4","1","1","2","2","4","2","4","4","1",NA,"2","1",NA,NA,"2","2","1","1","1","Academic","Other","Other","AfricaMENA","S3",0.439815573444791,-1.10088956963262,0.00505610516107602
"7371","2","2","2","2","2","2","2","2","1","2","1","3","3","3","5","5","1","1","1","5","5","5","3","4","5","1","1","1","1","2","1","1","1","1","1","1","1",NA,"Academic","Natural science","Local government","AfricaMENA","S3",3.3332031421369,7.62544530747682,0.24916401684038
"7401","1","2","2","2","2","2","2","1","1","2","2","2","2","3","1","1","1","1","1","2","2","3","3","2","1","1","1",NA,"1","1","1",NA,NA,"2","1","1","1","1","Non-Profit","Other","Other","AfricaMENA","S3",0.500591813962681,1.20360637955526,0.00611332481149805
"7412","1","2","2","2","1","2","2","1","2","1","4","2","2","2","1","3","2","2","3","1","1","1","5","2","1","1","3","1","1","1",NA,"2","2","1","1","2",NA,NA,"Academic","Natural science","Federal/national government","AfricaMENA","S3",-1.89163754065575,0.80514702862385,0.015205614263761
"7421","1","2","2","2","2","2","2","2","2","2","4","2","2","5","1","1","2","1","1","1","1","1","1","2","2","1","1","1","1","1","1","1","1","1","2","1","1","1","Academic","Natural science","Other","AfricaMENA","S3",-0.0869116087309567,1.41353386886049,0.00721553741709298
"7432","2","1","1","2","1","2","1","1","2","3","2","3","3","2","2","2","1","1","1","1","3","1","1","2","1","1","2","1","1","1","1","1","1","1","1","1","1","1","Academic","Information science","Federal/national government","AfricaMENA","S3",2.08643308470177,0.417738785257519,0.0162890588591781
"7442","1","1","1","2","1","1","2","2","2","2","4","2","2","4","2","2","2","1","2","2","2","4","1","3","2","3","2","1","1","1","1","1","1","1",NA,"1","1","1","Academic","Other","Federal/national government","AfricaMENA","S3",2.48103484816594,-2.14405257223701,0.0386835905038237
"7452","2","2","2","2","2","2","1","1","2","3","4","3","3","3","3","3","2","2","2","2","3","5","1","3","3","1","3","1","1","1","1","1",NA,NA,"1","1","1","1","Academic","Physical science","Federal/national government","AfricaMENA","S3",4.84584264830102,-0.292730017058201,0.0847887174318933
"7461","2","2","2","2","2","2","2","2","1",NA,NA,"4","4","4","2","2","2","2","2","1","3","3","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Academic","Information science","Federal/national government","AfricaMENA","S3",2.04295023720268,0.133848142529765,0.015079720929398
"7472","2","1","2","2","2","1","1","2","2","2","1","4","4","3","3","4","4","2","3","3","2","2","1","2","2","1","1","1","1","1","1","2","1","2","1","2",NA,"2","Academic","Physical science","Other","AfricaMENA","S3",0.729556799531131,-0.868101330008941,0.00462603432405314
"7481","2","2","2","2","2","2","2","2","1","1","2","4","4","4","1","1","1","1","1","1","1","1","1","3","1","1","1","1","1","1","1","2","2","2","2","1","1","1","Academic","Information science","Federal/national government","AfricaMENA","S3",-1.83012607110137,2.0151721675811,0.0266595091973903
"7511","1","2","2","2","2","2","2","2","1","1",NA,"2","2","4","2","3","2","2","2","1","2","2","1","2","2","1","2","1","1","1","1","1","1","1","1","1","1","1","Academic","Other","Federal/national government","AfricaMENA","S3",2.2398044803702,0.370640066108506,0.0185425816506661
"7521","2","2","2","2","1","2","1","1","1","4","3","3","3","4","3","4","2","1","2","2","1","2","1","3","2","1","1",NA,"1","1",NA,"1",NA,"1","1","1","1","1","Academic","Social science","Local government","AfricaMENA","S3",2.40167345816861,-0.867646575786444,0.0234596461022152
"7541","3","1","1","2","2","2","2","1","1","2","3","2","2","1","3","4","4","4","2","1","1","3","2","1","1","1","1","1","1","1","2","2","2","2","2",NA,"2","1","Academic","Other","Private foundation","AfricaMENA","S3",-1.33854436855458,1.05627428404508,0.0104598329392202
"7551","1","2","2","2","1","2","2","2","3","3","3","2","2","5","5","5","5","5","5","5","5","5","5","5","5","5","5","1","1","1","1","1","1","1","1","1","1","1","Academic","Natural science","State/regional government","AfricaMENA","S3",3.827725419135,12.6384660046809,0.627364481601269
"7562","2","2","2","2","2","2","2","2","1","3","3","4","4","4","2","2","1","1","1","1","1","1","3","2","1","1","3","1","1","1","1","2","2","1","2",NA,"2",NA,"Academic","Natural science","Other","AfricaMENA","S3",-1.56593652794031,0.123186688990037,0.00887656903694456
"7572","1","1","2","2","1","2","2","1","2","5","5","2","4","5","1","1","1","1","1","2","1","1","2","1","2","2","2","1","1","1","1","1","1","1","1","1","1","1","Academic","Other","Private foundation",NA,"S3",0.683266304042859,0.205678938418957,0.0018317615961254
"7582","2","2","2","2","2","1","1","2","2","1","3","2","4","4","2","2","1","1","2","2","2","4","2","4","2","1","1","1","1","1","1","1","2","2","2","2","1",NA,"Academic","Physical science","Other","AfricaMENA","S3",0.673946426844803,-1.63101873764849,0.0112045783407377
"7611","2","2","1","1","2","2","2","1","4","4","4","4","4","4","1","1","2","2","2","2","2","2","2","2","2","1","2",NA,"1","1","1","1",NA,NA,NA,"2","1","1","Academic","Physical science","Other","AfricaMENA","S3",1.35487956930101,-2.93270891605517,0.0375466823750982
"7622","2","2","2","2","1","2","2","2","1","3","3","3","3","3","5","5","1","1","1","5","5","5","5","3","2","1","3","2","2","2","1","1","1","1","2",NA,"1","1","Academic","Other","Other","USACanada","S3",2.28454976556819,5.43919845992697,0.125212378912029
"7632","2","2","2","2","2","2","2","2","2","1","2","2","4","2","2","2","2","2","2","1","1","3","1","2","2","2","2","1",NA,"1","1",NA,"2","1","1","1","1","1","Academic","Natural science","Corporation","AfricaMENA","S3",1.43951098823571,-0.381749646814327,0.00797929105945524
"7651","3","2","2","2","2","2","1","2","1","1","3","3","3","3","2","3","1","1","1","2","2","5","1","3","2","1","1","1","1","1","1","1",NA,"1","1","1","1","1","Academic","Other","Federal/national government","AfricaMENA","S3",3.42427806757074,1.43549030169722,0.049598168359437
"7671","3","2","2","2","2","2","2","2","1","2","1",NA,"2","2","2","1","2","3","1","1","2","2","2","2","2","2","2","1","1","1","1","2","2","1","2","1","2","2","Academic","Social science","Other","AfricaMENA","S3",-0.863983604097215,0.955241900570367,0.00596831938854797
"7682","1","1","1","2","1","2","1","2","1","1","1","4","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Academic","Other","State/regional government","AfricaMENA","S3",-0.565969738532126,3.37185971428147,0.042055528668281
"7691","2","2","1","2","2","2","2","2","2","4","3","4","4","1","2","2","2","2","2","1","1","1","4","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","Academic","Other","Federal/national government","AfricaMENA","S3",-3.97649474991542,-0.485794327368568,0.0577367241963238
"7702","1","2","2","2","2","2","2","2","2","2","3","3","3","3","2","2","2","2","2","1","2","4","2","2","2","1","2","1","1","1","1","1","1","1","1",NA,"1","1","Academic","Information science","Corporation","AfricaMENA","S3",3.02950643749012,-1.03456959493904,0.0368694746737
"7712","3","2","2","2","2","2","1","2","2","2","3","4","4","3","1","1","2","2","2","1","1","2","1","2","1","1","1","1","2","1","1","1","1","1","1",NA,NA,NA,"Academic","Physical science","Other","AfricaMENA","S3",0.601681601470451,0.153222917799274,0.00138688246344164
"7722","1","2","2","2","2","2","1","2","2","1","2","2","2","3","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Academic","Other","State/regional government","AfricaMENA","S3",0.110789858034532,3.14753798473707,0.035685946091006
"7731","1","1","2","1","1","2","2","1","2","1","1","2","4","3","2","2","1","1","2","2","2","3","2","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","Academic","Physical science","Federal/national government","AfricaMENA","S3",2.47508065956664,0.308390975898072,0.0223813737306831
"7742","1","2","2","2","2","2","2","2","1","4","3","4","4","4","2","3","2","2","2","5","5","5","2","3","2","1","3","1","1",NA,"1","1",NA,"2",NA,NA,"1","1","Academic","Natural science","Private foundation","AfricaMENA","S3",3.09804259252185,1.0183399148832,0.0382604677040889
"7752","1","2","1","2","2","2","2","1","1","2","3","2","2","1","4","4","2","1","3","3","2","5","1","1","2","1","3","1","1","1",NA,"1","1",NA,NA,"1","1","1","Academic","Natural science","Federal/national government","EuroRussia","S3",2.82995444598852,1.96468967434059,0.0426991030303205
"7762","1","2","2","2","2","2","2","1","2","1","2","2","3","3","1","2","1","1","1","1","2","3","1","3","1","1","2","1","1","1","1","1","1","1","1","1","1","1","Academic","Other","Federal/national government","AsiaSEAsia","S3",2.01927499351625,1.67284985554973,0.0247369953927473
"7771","1","1","1","1","1","1","1","2","1","1","3","3","3","3","1","2","1","1","3","2","1","3","3","1","1","1","4",NA,"1","1","1",NA,"2","1",NA,"2","1","2","Academic","Other","Other","AfricaMENA","S3",-0.248360066018771,0.0370085416494683,0.000226839573900101
"7782","2","2","2","2","1","2","1","1","1","3","3","4","4","2","2","2","2",NA,"4","1","1","2","4","1","1","1","1","2","2","1","2","2","2","2","2","2","2","2","Academic","Other","Federal/national government","AfricaMENA","S3",-4.03170685863037,-0.270544911906371,0.0587417177237649
"7811","2","1","2","2","1","2","2","2","3","3","4","4","4","4","1","1","1","1","1","5","2","2","1","5","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Academic","Natural science","Local government","EuroRussia","S3",1.36477672253671,1.3214016903616,0.0129828623111956
"7821","2","2","2","1","2","2","2","1","2","4","5","2","2","5","4","4","2","3","1","1","3","5","2","1","3","1","3","1","1","1","2","1",NA,"2","2","2","2","1","Commercial","Physical science","Corporation","EuroRussia","S3",0.722141253112848,0.301582670125246,0.00220333802750882
"7832","3","2","2","2","2","2","2","2","2","3","3","4","4","3","2","2","2","2","3","1","1","1","4","3","1","1","1",NA,NA,"1","1","2","2","2","2","1",NA,NA,"Academic","Information science","Other","AfricaMENA","S3",-1.50524471144879,-0.781752068928717,0.0103500385866628
"7841","1","1","1","2","2","2","1","2","3","2","2","3","3","3","3","3","3","3","3","3","3","3","4","3","3","3","3",NA,"1","1","1","1",NA,"1","1","1","1","1","Academic","Other","Federal/national government","AfricaMENA","S3",3.99054816034638,-0.396185636462029,0.0578551982216822
"7852","2","2","1","2","1","1","2","2","4","4","5","4","4","5","2","2","1","1","2","4","5","4","5","4","5","5","5","1","1","1","2","1","1","1","1","2","1","1","Academic","Physical science","Federal/national government","AfricaMENA","S3",1.77048891144567,3.48611560774595,0.0549993760611347
"7862","2","1","2","2","1","2","2","2","5","1","1","3","3","3","1","1","1","1","1","1","1","4","2","3","4","1","2","1","1","1",NA,"2","1",NA,NA,"1","1","1","Academic","Information science","Federal/national government","AfricaMENA","S3",1.14952650195234,1.77708891626608,0.0161154637581063
"7892","2","1","2","2","1","2","2","1","2","2","1","4","4","5","1","1","2","1","1","2","3","4","2","2","2","2","2","1","1","1","1","1","1","1","1","1","1","1","Academic","Information science","Federal/national government","AfricaMENA","S3",2.59431350520345,-0.529106875955695,0.0252209443569538
"7902","1","1","2","2","2","2","2","2","4","2","3","4","4","4","5","3","2","2","2","4","4","3","3","3","2","1","2","2","1","1","2","2","2","1","2","2","2","2","Academic","Other","Other","AfricaMENA","S3",-0.735684672308472,-1.05297222318102,0.00593604023647417
"7912","2","1","2","1","1","2","2","1","3","4","3","3","3","3","2","2","2","3","1","1","1","2","4","3","1","2","3","2","1","1","2","2","2","2","2",NA,"2","2","Academic","Information science","Federal/national government","AfricaMENA","S3",-2.30751476503625,-1.82721109999526,0.0311675102239055
"7922","2","2","2","1","2","1","2","2","1","1","1","2","4","2","4","4","2","2","1","4","2","4","2","4","5","2","3","1","1","1","1","1","1","1","1","1","1","1","Academic","Other","Other","AfricaMENA","S3",3.4788423657657,2.2566910040831,0.0618613874058461
"7932","2","2","2","1","2","1","2","2","2","2","3","3","3","2","2","5","3","3","1","3","2","3","1","3","1","1","3","2","1",NA,"2","2","2","1","1",NA,"2","2","Academic","Other","Private foundation","EuroRussia","S3",0.131361754460619,0.0917212249224891,9.23466787049088e-05
"7962","3","2","2","1","1","2","1","2","1","4","4","3","3","3","1","1","3","3","1","1","1","2","1","2","1","1","1","2","1","1",NA,"1","2","2","2",NA,NA,NA,"Academic","Natural science","Other","AfricaMENA","S3",-1.40945756670225,-0.0865550586998959,0.00717391556233373
"7982","2","2","2","1","1","2","2","1","2","2","2","3","4","3","1","1","2","2","2","1","2","3","2","2","1","1","1","1","1","1","1","1","2","1","1","1","1","1","Academic","Physical science","Other","AfricaMENA","S3",1.74896606218803,-0.0938032417950259,0.0110364082650062
"7991","2","1","1","2","2","2","1","2","4","5","5","4","4","5","2","4","2","1","2","2","3","4","1","2","3","1","2","1","1","1","1","1","1","1","1","2","2","1","Academic","Natural science","Federal/national government","AfricaMENA","S3",1.79067276998654,-2.1200636249264,0.027706056611151
"8001","2","2","2","2","2","2","2","2","2","2","1",NA,"2","3","2","2","3","3","3","1","1","1","2","2","1","1","1","2","1","1","1","1","1","1","2","1","1","1","Academic","Social science","Other","AfricaMENA","S3",-0.339720574426946,2.30912539703873,0.01959802802908
"8052","3","1","1","2","1","2","1","2","5","5","5","2","2","5","5","5","5","5","5","1","5","5","5","5","3","1","5","1","1","1","1","1","1","1","1","1","2","1","Academic","Physical science","Other","AfricaMENA","S3",1.98311244828536,7.92950425934298,0.240357406139505
"8061","2","2","2","2","2","2","1","1","1","2","2","2","2","2","2","2","1","1","1","2","4","4","2","2","2","2","2","2","1","1","2","1","2","2","1","1","1","2","Academic","Other","Other","AfricaMENA","S3",0.456171708677257,-0.302460476389974,0.00107776241638034
"8091","2","1","2","2","2","2","1","1","2","2","5","4","4","4","3","3","3","3","3","1","1","3","1","3","2","1","2","1","2","2","1","1","2",NA,"2","1","1","1","Academic","Natural science","Federal/national government","AfricaMENA","S3",1.50198879878771,-0.687912291139149,0.00981865204056277
"8102","2","1","1","2","1","1","2","1","2","2","2","4","4","3","3","3","3","2","3","3","3","4","2","3","2","1","3","1","1",NA,"1","1","1","1","1","1","1","1","Academic","Other","Other","AfricaMENA","S3",4.14351207668672,-1.48459358201076,0.0696960075720152
"8112","1","2","2","2","2","2","1","1","1","3","3","3","3","3","1","3","1","1","2","1","3","3","2","3","1","1","2","1","1","1","1","1","1","1","1",NA,"1","1","Academic","Other","Other","AfricaMENA","S3",3.08311109513803,0.644497563027559,0.035691995072862
"8121","1","2","2","2","2","2","2","1","2","2","3","3","3","2","3","2","2","1","1","4","5","5","3","5","5","2","3",NA,NA,NA,"1","1",NA,"1","1","1","1","1","Academic","Natural science","Federal/national government","AfricaMENA","S3",3.62052916721074,3.47549417226279,0.0906147667707827
"8131","3","2","2","2","2","2","2","2","3","3","3","4","4","5","3","3","2","2","2","1","1","3","1","1","3","2","2",NA,NA,"1","1","2","1","1","1","1","2","1","Academic","Physical science","Federal/national government","LatinAmerica","S3",1.56409310186081,-0.97498259551722,0.0122210996563656
"8141","3","2","2","2","2","2","2","2","3","3","3","3","3","3","1","1","2","2","2","1","3","3","3","3","3","3","3",NA,"1","1","1","2","2","2","2","2",NA,"1","Academic","Physical science","Federal/national government","USACanada","S3",0.816047735164966,-0.798893600943034,0.00469191373500739
"8171","1","1","2","2","2","2","2","2","3","3","3","3","2","3","3","3","3","3","3","2","2","2","3","3","3","4","4","1","1",NA,NA,"2","2","1","1","1","1","2","Academic","Natural science","Federal/national government","AsiaSEAsia","S3",1.54251441104306,-0.650785779776816,0.0100837230449651
"8212","1","1","1","2","2","1","2","2","3","3","3","4","4","5","2","2","2","2","1","1","1","1","5","4","1","1","3",NA,"1","1","1","2","1","1","1",NA,NA,NA,"Academic","Natural science","Federal/national government","EuroRussia","S3",-0.921600341559486,-1.3711556595739,0.00981944841510119
"8241","1","2","2","2","2","2","2","2","3","3","3","3","3","3","1","1","1","1","1","1","3","3","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Academic","Physical science","Federal/national government","AsiaSEAsia","S3",1.91672993920413,2.31722923506376,0.0325349013327169
"8252","3","1","2","2","2","2","2","2","3","3","3","2","3","3","2","3","2","3","2","1","3","3","3","1","2","2","1","1","1","1","1","1",NA,"1","1","1","1","1","Academic","Natural science","Federal/national government","AsiaSEAsia","S3",3.25405224406788,-0.190896172777771,0.0382259781107048
"8262","2","2","2","2","1","2","2","2","3","3","3","4","4","3","1","4","5","5","1","1","1","1","3","1","1","1","1","2","1","1","2","2","2","1","1","2","2","2","Other","Physical science","Federal/national government","EuroRussia","S3",-3.12523011441599,2.75879785507713,0.0625198645331248
"8281","2","2","1","2","1","2","2","2","3","3","3","3","3","3","2","5","1","1","3","2","2","5","1","1","1","1","3","1","1","1","1","1","2","1",NA,NA,NA,NA,"Academic","Physical science","Federal/national government","EuroRussia","S3",2.23406555853113,0.750672550193278,0.0199832920394981
"8301","2","2","2","2","2","2","2","2","3","3","3","3","3","3","2","4","1","2","2","2","2","4","3","3","2","1","3","2","1","1","1","2",NA,"2","2",NA,NA,NA,"Academic","Physical science","Federal/national government","EuroRussia","S3",1.34037222908131,-1.93761236654877,0.019970272898587
"8331","3","2","2","1","2","2","2","2","3","3","3","2","4","5","3","5","1","3","1","3","1","5","3",NA,"1","1","3","1","1","1","1",NA,"1","1",NA,"2","2",NA,"Non-Profit","Natural science","State/regional government","EuroRussia","S3",1.59410335472317,0.825957424044423,0.0115965240060084
"8361","2","2","2","1","2","2","2","2","3","3","3","4","4","3","1","4","1","1","2","1","1","3","3","5","1","2","3","1","1","1","2","2","2","2","2","2","2","2","Government","Physical science","State/regional government","USACanada","S3",-2.36214980859022,-0.718178811619749,0.0219295220659297
"8371","1","2","2","2","2","2","2","1","3","3","3","4","4","4","3","3","1","1","1","2","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Government","Physical science","Federal/national government","USACanada","S3",2.05180981632875,0.63155799032059,0.0165807564908014
"8381","3","2","2","2","2","2","2","2","3","3","3","3","3","3","1","1","5","1","1","1","1","1","5","5","1","3","1","2","2","2","2","2","2","2","2","2","2","2","Academic","Physical science","Other","USACanada","S3",-4.83325305552166,3.14491029667616,0.119624341100697
"8421","3","2","2","2","2","2","2","2","1","3","2","4","2","4","1","4","2","2","2","1","2","4","2","2","1","1","1",NA,"1","1","1",NA,"1","1","1",NA,"1",NA,"Academic","Physical science","Federal/national government","EuroRussia","S3",1.33420729735011,-0.712959990624166,0.00823291155417908
"8432","1","2","1","1","2","2","2","1","1","3","3","2","2","4","1","1","1","1","1","1","1","3","3","3","1","1","1",NA,"1","1","1","2","2","2","1","1","1","2","Academic","Natural science","Federal/national government","EuroRussia","S3",-1.35656259368102,0.883790225096989,0.00943065954539051
"8441","2","2","2","2","2","2","1","2","1","3","3","3","3","3","1","1","3","1","5","1","1","1","3","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Academic","Physical science","Private foundation","AsiaSEAsia","S3",0.916599993745867,3.79935837023796,0.0549549328431145
"8452","2","1","2","2","2","2","2","2","1","3","3","3","3","5","2","1","1","1","1","2","1","3","2","1","1","2","1","1","1","1","1",NA,NA,"1",NA,"1","1",NA,"Academic","Physical science","Federal/national government","AsiaSEAsia","S3",1.28031419519998,0.541270900606944,0.00695128008185994
"8471","3","2","2","2","2","2","2","2","1","3","3","4","3","2","1","2","2","2","2","1","1","1","5","2","1","1","2","2","2","1",NA,"2","2","2","2","2",NA,"2","Academic","Natural science","Federal/national government","EuroRussia","S3",-3.4712427697012,0.188843692737315,0.043478137899915
"8492","1","2","2","2","2","2","2","2","1","3","2","2","3","2","2","2","1","1","1","1","1","1","5","2","1","1","2","2","1","1",NA,"1","2","2","2","2","1","2","Government","Natural science","Federal/national government","USACanada","S3",-3.08064784266241,1.36274583505908,0.0408240846046518
"8511","2","2","2","2","2","2","2","2","1","3","3","3","2","2","2","5","2","2","2","1","1","1","4","1","2","1","3","2","1","1","1","1","1","1","1","1","1","1","Academic","Physical science","Federal/national government","USACanada","S3",1.02751927401845,1.53122424086969,0.0122335663422023
"8522","1","2","2","2","2","2","2","2","1","3","3","4","4","5","1","4","3","4","2","2","2","2","5","3","1","1","3",NA,"1","1","2","2",NA,NA,"2","2","2",NA,"Academic","Physical science","Federal/national government","USACanada","S3",-1.45187007158091,-0.569830049879466,0.00875173393566071
"8542","2","2","2","2","2","2","2","1","2","3","3","3","3","3","1","1","2","1","2","1","2","3","1","1","2","1","3","1","1","1","1",NA,NA,"2","1","2","2","1","Academic","Physical science","Other","LatinAmerica","S3",1.34108990750287,0.268330241536273,0.00672946636136815
"8552","2","2","2","1","1","2","2","2","2","3","3","3","3","3","5","5","2","3","3","5","5","5","5","5","4","1","3","1","1",NA,"1","1","2","2","1","1","1","1","Academic","Physical science","Federal/national government","USACanada","S3",3.57090926488184,5.29642552607761,0.146796298482275
"8571","2","2","2","2","2","2","1","1","2","3","3","2","3","3","3","3",NA,"2","2","1","2","2","1","2","1","1","2","1","1","1","1","1","1",NA,NA,"1","1","1","Academic","Physical science","Federal/national government","AsiaSEAsia","S3",3.00318374915271,0.0619175895525412,0.0324612988000568
"8581","2","1","2","2","2","2","1","1","2","3","3","3","3","3","3","3","3","5","5","3","3","3","3","5","3","5","5","1","1","1","1","1","1","1","1",NA,NA,"1","Academic","Natural science","Federal/national government","AsiaSEAsia","S3",4.77883825241703,4.58592646406434,0.157821262337111
