"","16_12_09","06_16_13_1","06_16_13_2","06_16_13_3","06_16_13_4","06_16_13_5","06_16_13_6","06_16_13_7","07_17_14_1","07_17_14_2","07_17_14_3","08_20_16_1","08_20_16_2","08_22_18","09_31_20_1","09_31_20_2","09_31_20_3","09_31_20_4","09_31_20_5","10_32_19_1","10_32_19_2","10_32_19_3","10_32_19_4","10_32_19_5","10_32_19_6","10_32_19_7","10_32_19_8","11_19_15_1","11_19_15_2","11_19_15_3","11_19_15_4","11_19_15_5","11_19_15_6","11_19_15_7","11_19_15_8","11_19_15_9","11_19_15_10","11_19_15_11","work_sector","domain","funding_agency","region","survey_label","dim_1","dim_2","contrib"
"3461","3","2","2","1","2","2","2","2","1","3","3","3","3","3","2","5","1","1","2","2","1","1","3","3","1","1","2","1","1","1","2",NA,"1","1",NA,"2","1",NA,"Academic","Natural science","State/regional government","USACanada","S2",0.886643321682139,0.818067779238227,0.00523589961735796
"3471","1","1","1","1","2","2","2","2","1","4","3","4","5","2","2","5","2","3","1","2","4","5","2","4","2","1","2",NA,"1","1","2","2","2","1","1","2","2","2","Academic","Other","Private foundation","USACanada","S2",-0.421806175047945,-1.18768126117982,0.0057148746497978
"3491","1","2","2","1","1","1","2","2","4","4","5","3","3","5","1","1","1","1","3","1","1","1","3","5","1","1","1","2","1","1","1","2","2","2","2","2","2","2","Academic","Information science","Federal/national government","USACanada","S2",-4.27270689411923,-0.211150667731155,0.0658389735606555
"3511","2","2","2","2","2","2","2","2","2","3","1","5","5","3","1","2","1","1","1","1","1","1","3","1","1","1","1","2","1","1","1","2","2","2","2","2","2","2","Government","Natural science","Federal/national government","USACanada","S2",-3.88482582093162,1.42005578451748,0.0615499455899915
"3531","2","2","2","2","1","2","2","2","3","4","4","4","5","4","2","2","1","1","2","2","2","4","3","3","2","2","3",NA,"1","1","1",NA,"2","2","2","1",NA,"2","Non-Profit","Natural science","Other","USACanada","S2",0.314222166524113,-3.37995853888367,0.0414550670448677
"3541","1","2","2","2","2","2","2","2","2","2","2","1","1","2","4","4","1","1","1","3","1","1","3","2","1","1","1",NA,"1","1","1","2","2","1","1","2","2","2","Academic","Natural science","Federal/national government","USACanada","S2",-2.12292993855586,1.93575437852377,0.0296948232034348
"356","2","1","2","2","1","2","2","2","2","2",NA,"5","5","2","2","3","2","1","2","2","3","5","2","4","3","3","4",NA,"1","2",NA,"1","1","2","2","2","2",NA,"Government","Natural science","Federal/national government","USACanada","S2",0.691760082531004,-1.73188759681518,0.0125124665177342
"3571","1","2","2","1","1","2","2","2","1","2","3","5","5","5","3","4","1","2","2","1","2","3","1","2","2","1","2","1","1","1","1",NA,NA,"1","1",NA,"2","2","Academic","Physical science","Federal/national government","USACanada","S2",1.34097442053187,-1.30059072091894,0.0125548537500975
"358","2","2","2","2","2","2","2","2","2","2","3","5","5","5","1","2","1","1","1","2","3","3","3","2","3","3","3","1","1","1","2","2","2","2","2","2","2","2","Academic","Natural science","State/regional government","USACanada","S2",-1.27277207300045,-0.750695801916104,0.00785541810380897
"3601","1","1","2","2","1","1","2","2","2","4","3","4","4","2","4","4","1","1","1","3","2","5","2","3","4","1","2","1","1","1","1","1","1","1","1","1","1","1","Academic","Social science","Federal/national government","USACanada","S2",3.49564728536179,-0.116305223661208,0.0440101874029372
"3631","1","2","2","2","2","2","2","2","1","1","1","1","1","2","3","3","3","3","3","2","2","3","3","2","2","1","1","1","1","1","1","1","1","1","1","2","1","1","Academic","Physical science","Federal/national government","USACanada","S2",1.83582159985298,2.27969440192332,0.0308218589012439
"3641","2","2","2","2","2","2","2","2","4","5","3","4","5","3","2","4","2","2","2","2","2","2","2","2","2","1","2","2",NA,"1",NA,"2","1","2","2","2","2","1","Academic","Social science","Other","USACanada","S2",-0.596689363378941,-2.71336931651674,0.0277680529200103
"365","1","2","2","2","1","2","2","2","2","4","4","2","2","2","4","5","1","1","1","2","1","1","3","2","1","1","2","2","1","1",NA,"2","2","2","2","2","2","2","Academic","Information science","Federal/national government","USACanada","S2",-3.63016196636805,0.0593943901428151,0.0474226436807561
"3671","2","2","2","2","1","2","2","2","1","1","3","2","2","3","2","3","2","1","2","2","2","4","3","1","1","1","2","2",NA,"1",NA,"2","2","2",NA,NA,"2","2","Government","Physical science","Federal/national government","USACanada","S2",-1.46309330444721,-0.437301398076911,0.0083892414269041
"3681",NA,"2","2","2","2","2","2","2","2","3","3","4","5","2","2","2","1","1","1","2","2","2","2","5","3","3","3","2","2","2","2","2","2","2","2","2","2","2","Academic","Social science","Other","USACanada","S2",-2.39238818727101,-0.419279105385385,0.0212236067035059
"3701","1","2","2","2","2","2","2","2","1","1","1","1","1","1","1","2","3","3","3","1","1","1","2","2","1","2","1","2","1","1","1",NA,"1","1","2","2","2","2","Other","Natural science","Federal/national government","USACanada","S2",-2.72828280401978,3.1912945937632,0.0634187682038188
"3721","2","1","2","1","2","2","1","1","2","2","3","3","3","2","3","2","2","1","2","2","2","4","3","3","3","1","1",NA,"1","1",NA,NA,"2","2",NA,"1","1","1","Academic","Physical science","Federal/national government","USACanada","S2",2.16975322079124,-1.57227834548787,0.0258306418454421
"3731","3","2","2","2","2","2","2","2","1","1","3","3","2","1","3","4","5","2","1","1","1","1","3","1","1","1","1","2","1","1","1","2","2","2","2","2","1","2","Academic","Natural science","Federal/national government","USACanada","S2",-2.8496537881478,3.36384466622699,0.069923620144815
"3751","2","2","2","2","2","2","2","1","1","2","2","3","2","3","2","2","1","1","3","2","1","4","4","2","1","3","1","2","1","2","2","2","2","2","2","2","2","2","Academic","Social science","State/regional government","USACanada","S2",-3.53584517719858,0.292636010648151,0.0452864859838502
"3761","2","2","2","1","2","1","1","2","1","3","4","4","4","5","2","4","2","2","2","1","1","1","3","3","1","1","1",NA,"1","1",NA,"2",NA,"2","1","1","2","1","Academic","Natural science","Federal/national government","USACanada","S2",-1.00059271172488,-1.4019411208248,0.0106728429634202
"3771","1","2","2","2","2","2","2","2","2","2","2","2","2","2","3","3","2","2","2","3","2","4","2","2","2","2","3","2","2","2","2","2","2","2","2","2","2","2","Government","Natural science","Federal/national government","USACanada","S2",-1.61935367620992,-1.38167902415076,0.016302134637181
"3791","1","1","2","2","1","2","2","2","2","3","3","2","3","4","1","1","1","1","1","1","1","4","2","5","2","2","1","1","1","1",NA,"2","1","1",NA,NA,"1",NA,"Academic","Natural science","Federal/national government","USACanada","S2",0.106156921686228,-0.416036385235819,0.000663244668753736
"380","1","2","2","2","2","2","2","2","5","5","5","2","2","4","1","3","2","1","1","1","1","2","2","5","1","1","1","2","1","1","2","2","2","2","2","2","2","2","Government","Natural science","Federal/national government","USACanada","S2",-4.6412078036817,-0.0969937784818322,0.0775298912907453
"381","2","2","2","2","2","2","2","2","2","4","2","5","5","3","5","5","3","5","2","2","3","5","2","4","3","1","3",NA,"1","1",NA,"1",NA,NA,"1","1","1","1","Academic","Natural science","Federal/national government","USACanada","S2",3.56911192779853,1.94607937103832,0.0594537987598494
"3821","2","2","2","2","2","2","1","1","1","1","3","2","2","3","4","4","1","3","3","2","5","5","2","2","2","1","1","1","1","1","1","1","2","2","1","1",NA,"1","Academic","Natural science","Federal/national government","USACanada","S2",2.61637286285401,2.41306186068411,0.0455758712018794
"3831","2","1","2","2","1","2","2","1","4","5","5","3","3","5","2","2","2","2","1","2","2","2","2","4","2","2","1","2","1","1","2","2","2","2","2","1","2","2","Academic","Information science","Federal/national government","USACanada","S2",-1.89800503833632,-3.04072912861765,0.0462241018186274
"3851","2","2","2","2","1","2","2","1","4","4","3","3","3","3","3","4","2","3","2","3","4","5","2","3","2","2","3","1","1",NA,"1","2","2","2","2","2","1","1","Academic","Natural science","Other","USACanada","S2",2.31631581992052,-1.28944339399979,0.0252841426123577
"3871","2","2","2","2","2","2","2","2","2","4","3","5","2","5","2","5","2","2","1","2","2","2","4","2","1","4","3","2","1","1","2","2","2","2","2","2","1","2","Academic","Social science","Federal/national government","USACanada","S2",-2.43309083138305,-1.3106135213031,0.0274774628561779
"3881","1","2","1","1","1","1","1","1","2","4","4","5","5","5","2","2","1","2","2","2","2","4","2","4","2","2","2","2","1","1","1","2","2","2","2","2","2","2","Government","Natural science","Federal/national government","USACanada","S2",-1.17380891673549,-4.63252329600831,0.0821632243170811
"391","2","2","2","2","2","2","2","2","1","3","2","5","5","5","2","2","2","2","2","1","1","1","5","3","1","2","3","2","1","1","2","2","2","2","2","2","2","2","Government","Physical science","Federal/national government","USACanada","S2",-3.7147048755384,-0.634226372552466,0.0510910541656835
"3931","1","2","2","2","2","2","2","2","2","2","1","1","1","1","1","3","1","1","1","3","3","3","1","3","1","1","1",NA,"1","1",NA,"2","2","1",NA,"2","2","1","Academic","Natural science","Federal/national government","USACanada","S2",-0.764369306377019,2.45551735023397,0.0237941542130225
"3941","2","2","2","2","1","2","2","2","2","2","5","5","5","3","1","1","1","1","1","1","1","5","3","2","1","1","1",NA,"1","1",NA,NA,"2","2","2","2","2","2","Government","Physical science","Federal/national government","USACanada","S2",-2.94988630088647,-0.0337543455149465,0.0313101340995585
"395","1","2","2","2","2","2","2","2","2","2","4","1","1","2","2","3","1","2","2","2","2","4","2","4","3","1","1",NA,"1","1","1","1","1","1",NA,"1",NA,"1","Government","Natural science","State/regional government","USACanada","S2",2.05627139953271,-0.439969358775219,0.0159081279345758
"3961","1","1","2","2","2","2","2","2","4","4","3","5","5","5","1","1","2","2","2","2","2","2","2","4","3","1","1","2","1","1","1","1","1","1","1","1","1","1","Academic","Natural science","Federal/national government","USACanada","S2",1.5656607485562,-1.45171323748986,0.0164007878156149
"3971","1","1","1","2","1","1","1","1","2","3","3","3","4","4","3","3","1","1","1","2","5","5","2","4","3","1","3","1","1","1","1","2","1","2","1","1","2","1","Academic","Social science","Federal/national government","USACanada","S2",2.58122846753761,-0.368891313708035,0.0244597004467234
"3981","1","2","2","2","2","2","2","2","1","2","2","2","3","4","4","4","2","2","2","1","1","1","3","1","1","1","1","1","1","1","1","2","1","1","1","2","1","2","Academic","Physical science","Federal/national government","USACanada","S2",-0.824458687288932,1.28603701875355,0.00839553301430883
"3991","2","2","2","2","1","2","2","2","2","2","3","1","1","2","3","5","2","2","2","3","2","3","3","2","4","2","2","1","1","1","1","1","1",NA,"2","2","1","1","Commercial","Natural science","Corporation","USACanada","S2",2.73900806408159,0.589783525168536,0.0282414968759406
"400","3","2","2","2","2","2","2","2","1","1","1","4",NA,"4","3","3","3","3","3","3",NA,"1","5","3","3","1","3","2","2","2","2","2","2","2","2","2","2","2","Government","Social science","Federal/national government","USACanada","S2",-2.32969361447955,1.98494796888801,0.0337008448217443
"4011","1","1","1","2","1","2","2","2","2","3","4","5","5","4","2","3","2","3","3","3","2","4","2","3","2","1","2","1","1","1","1","2","1","2","2","2","1","1","Academic","Physical science","State/regional government","USACanada","S2",1.55948921927853,-2.84702302813888,0.0379102831506222
"4021","1","2","2","2","2","2","2","2","1","2","1","2","2","5","2","3","2","1","1","2","1","1","5","2","1","1","1","1","1","1","1",NA,"1","1","1","2",NA,NA,"Academic","Natural science","Federal/national government","USACanada","S2",-0.904337320758356,1.88582054818459,0.0157365926222251
"4031","2","2","2","1","1","1","1","2","1","1","3","2","2","5","4","5","1","1","1","4","2","5","5","2","1","1","2",NA,"2","1","2","2","2","2","2","2","2","2","Government","Physical science","Federal/national government","USACanada","S2",-2.28701096510471,1.63805919669336,0.0284704768654326
"4041","2","2","2","2","2","2","2","2","2","4","3","3","3","3","5","5","3","3","2","2","1","1","5","1","1","2","2","2","1",NA,"2","2","2","2","2","2","2","2","Academic","Natural science","Corporation","USACanada","S2",-2.98098318740972,1.59778781481282,0.0411540575670852
"4061","1","2","2","2","2","2","2","1","2","3","3","3","2","1","5","5","1","1","1","4","5","5","2","4","3","1","1","2","1","1","2","2","2","2","2","2","2","1","Academic","Natural science","Private foundation","USACanada","S2",-0.318323618447615,3.88950992095943,0.0547906566757709
"4081","1","1","2","2","1","1","2","2","2","4","3","5","5","5","2","3","4","4","3","1","2","5","1","3","2","1","1","1","1","1","1","1","1","2","1","2","1","1","Academic","Physical science","Federal/national government","USACanada","S2",1.70659335324856,-0.958764877842839,0.0137850386698444
"4091","1","2","2","1","2","2","2","2","2","2","1","1","2","2","1","1","1","1","1","1","1","5","3","1","5","1","1","1","1","1","1","1",NA,NA,"1","1","1","1","Commercial","Natural science","Corporation","USACanada","S2",0.889756675642218,5.06160536787473,0.0950190844196764
"4101","1","2","2","2","1","1","2","2","1","2","3","5","5","4","3","5","4","2","3","4","2","5","1","3","3","1","3","1","1","1","1","2",NA,"2",NA,"2","2","2","Academic","Natural science","Federal/national government","USACanada","S2",1.16952693228267,0.119283040349571,0.0049720143412994
"4141","1","2","2","2","1","2","2","2","2","1","3","1","1","2","2","5","1","1","1","2","1","4","2","2","1","1","2","2","1","1","1","2","2","1","2","2",NA,"2","Academic","Natural science","Federal/national government","USACanada","S2",-1.79971743840397,1.1692017947831,0.0165707790791881
"4151","2","1","2","2","2","1","2","2","1","5","5","5","5","5","3","4","2","2","3","2","2","2","4","4","1","2","3","2","1",NA,NA,"1","2","2","1","1","2","2","Academic","Social science","Federal/national government","USACanada","S2",-0.97372639217494,-2.38633275111982,0.0238981302522631
"4161","3","2","2","2","2","2","2","1","4","4","3","3","3","2","2","2","1","1","1","2","2","2","5","5","1","2","1","2","2",NA,"2",NA,"2","2","2","2","2","2","Academic","Physical science","Federal/national government","USACanada","S2",-3.04649087279396,-0.317605606571679,0.0337529716626342
"4181","1","1","1","1","1","2","2","1","2","3","2","2","4","3","2","3","3","2","3","2","1","2","3","2","1","2","2","1","1","1","2","1","1","1","1","2","2","1","Academic","Natural science","Federal/national government","USACanada","S2",0.370197519289327,-1.48325136612779,0.00840797176916325
"4211","2","2","2","2","1","2","2","1","4","4","3","4","5","5","2","1","2","1","1","1","1","2","3","2","1","1","2","2","1","1","2","1","2",NA,NA,"2","2","1","Academic","Information science","Federal/national government","USACanada","S2",-1.82411419700159,-1.20572656000019,0.0172009178485011
"4221","2","2","2","2","2","2","2","2","1","1","4","2","3","2","3","5","3","2","2","2","2","2","1","3","1","1","1","1","1","1","1","1","1","2",NA,NA,"1",NA,"Academic","Natural science","State/regional government","USACanada","S2",1.48756288339141,0.809411390253436,0.0103179915146127
"4231","2","2","2","2","2","2","2","1","2","3","5","5","5","5","3","2","1","2","2","2","2","4","2","3","3","2","2","1","1","1","1",NA,"1","1","1","2","2","1","Academic","Natural science","State/regional government","USACanada","S2",2.51409061121193,-2.18811783591511,0.0399644070414066
"4241",NA,"1","1","2","1","2","2","2","3","3","3","2",NA,"3","2","2","2","2","2","1","1","1","1","1","1","1","1",NA,"1","1","1","2",NA,"1","1","1","1","1","Academic","Natural science","Federal/national government","USACanada","S2",0.280868822682669,0.493877397765238,0.00116132552693211
"4251","1","2","2","1","2","2","2","1","2","2","2","4","2","4","4","4","1","2","1","1","1","1","1","1","3","5","3","1","1","2","1","2",NA,"2","1","1","2","2","Academic","Social science","State/regional government","USACanada","S2",-0.568243816727826,2.5266505945448,0.0241288726225102
"4281","1","2","2","2","2","2","2","2","2","1","1","4","1","4","1","1","1","1","1","1","1","1","5","4","1","1","1","2","1","1","2","2","2","2","2","2","2","2","Academic","Social science","Federal/national government","USACanada","S2",-5.55898000206373,2.51546719829664,0.133939481187056
"4291","1","1","2","2","1","2","2","2","2","4","4","5","3","5","4","3","2","2","1","2","2","5","2","4","2","1","4","2","1","1",NA,"1","1","1","1","1","1","1","Academic","Physical science","Federal/national government","USACanada","S2",2.38439965766593,-1.77627972530794,0.0318050354811028
"4301","3","1","1","1","1","1","2","2","4","5","5","4","4","5","2","2","1","1","1","1","1","4","3","1","3","1","3","2","1","1","2","2","2","2","2","2","2","2","Academic","Physical science","Federal/national government","USACanada","S2",-3.39930405260449,-2.10663123496049,0.0575376185728244
"4321","2","2","2","2","2","2","2","1","3","5","3","5","5","5","1","1","1","1","1","1","1","1","2","4","1","2","1","2","1","1","2","2","2","2","2","2","1","1","Academic","Social science","Federal/national government","USACanada","S2",-3.06760968719316,-0.105386980860024,0.0338945590592336
"4351","2","1","2","1","1","2","2","2","4","5","4","5","5","5","2","2","2","1","1","2","1","4","1","4","2","2","3",NA,"1","1","2",NA,"2","2",NA,"2","2","2","Academic","Physical science","State/regional government","USACanada","S2",-1.65569270764564,-3.34283844643403,0.0500643306711342
"4361","2","2","2","2","2","2","2","2","2","5","3","5","5","5","1","1","5","2","1","1","3","5","2","5","5","1","3","1","1","1","1","1","2","1","1","1","1","1","Academic","Natural science","State/regional government","USACanada","S2",2.13112447108512,3.2398208090522,0.0541017558104099
"4371","1","2","2","2","2","2","2","2","1","2","3","5","5","4","2","3","2","2","1","1","1","1","3","2","1","1","2","2","1","1",NA,"2",NA,"2","2","2",NA,"2","Academic","Physical science","Federal/national government","USACanada","S2",-2.64627306297292,-0.896389144084248,0.028084153582752
"4381","1","1","1","2","1","1","1","1","2","4","3","4","4","3","2","4","1","1","1","2","2","4","1","4","2","2","1","1","1","1","2","1",NA,"1","1","1","1","1","Academic","Social science","Federal/national government","USACanada","S2",1.98308262692885,-2.13536342698008,0.0305525618420506
"4411","2","2","2","2","2","2","2","2","1","1","3","5","5","3","5","5","1","5","5","5","2","1","5","1","1","1","1","2","2","2","1","2","2","2","2","2","2","2","Other","Other","Other","USACanada","S2",-2.99753187038062,7.09943154819161,0.213653405455052
"4421","2","1","2","2","2","2","2","2","2","5","3","3",NA,"2","3","1","3","3","3","1","1","1","3","3","1","3","3","2","1","1","1",NA,"1","2","2","2","2","2","Academic","Natural science","Federal/national government","USACanada","S2",-1.98279431094502,0.102360410629147,0.0141817141711785
"4441","2","2","2","2","2","2","2","2","3","3","5","4","4","4","2","3","2","2","2","2","2","3","3","4","2","2","2",NA,"1","1",NA,"2","2","2",NA,"2","1","2","Government","Social science","Federal/national government","USACanada","S2",-0.109306294895545,-3.7820539464951,0.0515033597779624
"4491","1","2","2","2","1","2","2","1","1","4","3","4","3","5","3","3","1","1","1","2","1","4","2","2","2","2","1","2","1","1","2","1","2","2","2","1","2","1","Academic","Social science","Federal/national government","USACanada","S2",-0.6910845782489,-0.966299938780479,0.00507746751647386
"4501","2","2","2","2","2","2","2","2","2","1","3","5","5","4","5","5","3","2","2","1","1","1","2","2","1","1","1","2",NA,"1","2","2","2","2","2","2","2","2","Academic","Natural science","Federal/national government","USACanada","S2",-3.2878653501837,1.39271149944615,0.0458688246711757
"4511","1","1","1","2","2","2","1","2","2","2","3","3","3","2","3","3","2","2","2","2","3","4","2","2","2","1","2",NA,"1","1","1","1","1","1","1",NA,"1","1","Academic","Natural science","State/regional government","USACanada","S2",3.54175638571386,-1.96149865996989,0.0589707453488908
"4521","1","2","2","2","1","2","1","2","1","2","5","2","1","2","2","2","2","2","2","2","1","1","3","3","1","3","1","2","1","1",NA,"2","2","2","2","2","2","2","Academic","Information science","Federal/national government","USACanada","S2",-3.72633994516794,-0.501541194796674,0.0508603647862053
"4541","3","2","2","2","2","2","2","2","4","5","3","5","5","5","1","2","2","2","1","1","1","1","4","2","1","1","1",NA,"1","1","1",NA,"2","1",NA,NA,"1","1","Academic","Natural science","Federal/national government","USACanada","S2",-1.01311759125322,-0.569035367425548,0.00485756200086419
"4561","2","1","2","1","1","2","2","2","4","4","3","3","3","2","1","1","2","2","3","1","1","1","4","2","3","1","3",NA,"1","1",NA,"1",NA,"2","2","1","1","1","Academic","Social science","Other","USACanada","S2",-0.0860032676478524,-0.622121335641455,0.00141902198874224
"4571","1","2","2","2","1","2","2","2","1","1","3","5","5","1","2","3","1","1","1","2","1","2","4","2","1","2","2","2","1","1","2","2","2","2","2","2","2","2","Academic","Physical science","Federal/national government","USACanada","S2",-3.81273852554521,-0.177370987662713,0.0524119635506126
"4591","1","2","2","1","2","2","2","1","1","2","3","3","3","3","4","4","2","1","1","3","5","5","3","4","3","1","3",NA,"1","1","1",NA,"1","1","1","1",NA,"1","Academic","Natural science","Other","USACanada","S2",3.69095458577912,1.81845691182941,0.0609077714628188
"4601","3","2","2","1","2","2","2","2","1","2","4","2","4","2","2","3","2","4","4","2","2","4","2","4","4","2","2","2","1","1","2","2","2","1","2","1","2","2","Academic","Natural science","Federal/national government","USACanada","S2",-0.168686839248814,-1.23788378806858,0.00561523551722712
"4611","1","2","2","2","2","2","2","2","4","4","3","5","4","5","2","3",NA,"3","2","2","2","2","1","4","1","1","1","2","1","1","1","2","1",NA,"2","2",NA,"1","Non-Profit","Natural science","Federal/national government","USACanada","S2",-0.496298409887299,-1.50300751005924,0.00901332073158102
"4621","2","2","2","2","2","2","2","2","1","2","3","3","3","5","3","4","2","3","1","2","2","5","1","3","2","1","3","1","1","1","1","1","2","1","1",NA,NA,"1","Academic","Social science","Federal/national government","USACanada","S2",3.19374841919046,0.146781773198137,0.0367735269247573
"4641","2","2","2","1","2","2","1","2","2","3","3","1","3","3","1","3","1","1","1","3","2","2","2","3","1","1","3","1","1","1","1","1","1","1","1",NA,"1",NA,"Academic","Natural science","Federal/national government","USACanada","S2",2.86129263419522,0.605758976598727,0.0307739813979842
"465","2","2","2","2","2","2","2","1","2","3","1","1","1","2","1","2","2","3","1","1","1","2","3","1","1","1","3","2",NA,"1","1","2","2","1","1","2","2","2","Government","Physical science","Federal/national government","USACanada","S2",-2.31544154429654,2.11136834131571,0.0353257363557086
"4661","1","1","1","1","1","2","1","1","3","5","4","4","3","5","1","3","2","1","1","2","1","4","2","5","1","1","1","2","1","1","2","2","2","1",NA,NA,NA,"2","Government","Physical science","Federal/national government","USACanada","S2",-1.76425960375234,-1.92198465599536,0.0244878187409477
"467","2","2","2","2","1","2","2","2","1","3","4","1","2","2","2","3","2","2","2","2","2","2","2","3","2","2","2","2","1","1","1","2","1","2","1","2",NA,NA,"Academic","Other","State/regional government","USACanada","S2",0.507429297399176,-2.16628343981558,0.0178092759611193
"4701","1","2","2","2","2","2","2","2","2","2","3","2","2","1","1","1","1","1","1","1","1","5","2","1","1","1","1",NA,"1","1","1","1","1",NA,NA,"1","1","1","Academic","Natural science","Federal/national government","USACanada","S2",0.217892328481665,2.81939653783786,0.0287684218326291
"4711","2","2","2","2","2","2","2","1","3","4","3","2","2","2","3","4","1","1","1","4","5","5","2","3","4","2","2","1",NA,NA,"1","1","2","1","1","1","1","1","Academic","Natural science","State/regional government","USACanada","S2",3.89879684797102,2.34791212295862,0.0745189936139398
"4741","1","2","2","2","2","2","2","2","2","1","2","5","5","5","2","2","3","2","2","2","1","1","4","2","1","1","2","2","1","1","2","2","2","2","2","2","2","2","Academic","Natural science","Federal/national government","USACanada","S2",-3.8570682531772,-0.913656272394211,0.0565251714950129
"4751","1","2","2","2","2","2","2","2","2","3","4","3","2","2","3","4","1","2","1",NA,"1","2","4","3","2","4","3","2","2","2","2","2","1","2","2","1","2","1","Academic","Natural science","Federal/national government","USACanada","S2",-2.27140960358377,-0.0797128718661502,0.018584161573781
"4761","2","2","2","2","2","2","2","2","2","3","3","3","3","3","3","5","2","2","1","1","3","3","2","3","3","2","3","1","1","1","1","1",NA,"1",NA,"1","1","1","Academic","Social science","Other","USACanada","S2",4.27633809016888,0.263250680164443,0.0660395763487811
"477","2","2","2","2","2","2","2","2","1","2","3","1","1","2","1","2","1","1","1","1","1","1","5","1","1","1","1","2","1","1","2",NA,"2","2","2","2","2","2","Government","Physical science","Federal/national government","USACanada","S2",-4.79984366646644,2.92412382221645,0.113645798065851
"4781","1","2","2","1","2","2","2","2","2","4","4","1","3","2","1","1","1","1","1","1","1","2","4","3","1","1","1","2","1","1","2","2","2","2","2","2","2","2","Academic","Physical science","Federal/national government","USACanada","S2",-4.5693350354191,0.443987841197486,0.0758236400279727
"4791","1","1","2","2","1","2","2","2","1","1","1","1","1","1","2","4","1","1","1","2","2","5","3","4","2","1","1",NA,"1","1","1","2","2",NA,"2","1",NA,"1","Academic","Information science","Federal/national government","USACanada","S2",-0.301667862562317,2.05694444938027,0.0155490795248188
"4831","2","2","2","2","2","2","2","2","3","4","3","3","2","3","3","3","1","1","1","1","3","4","1","2","3","1","3",NA,"1","1",NA,"1","1","1","1","1","1","1","Academic","Physical science","Other","USACanada","S2",2.95250323464183,0.280814837302013,0.0316453036927995
"4841","1","2","2","1","1","1","2","1","2","2","3","1","1","2","4","4","2","3","2","2","5","5","1","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","Academic","Natural science","Other","USACanada","S2",3.3000825500205,2.02160220479927,0.0538833429127718
"4871","1","2","2","2","2","2","1","2","2","4","2","5","5","5","2","3","3","2","2","2","2","3","2","3","2","2","3","1","1","1","1","1","2","2","1","1","1","1","Academic","Physical science","State/regional government","USACanada","S2",2.66805878913111,-2.182739263963,0.0427503359698445
"4881","2","2","2","1","1","2","2","1","3","4","4","5","5","5","1","1","1","2","1","1","2","4","5","3","1","1","1","1","1","2","1","1","1","2","2","2","2","1","Academic","Natural science","State/regional government","USACanada","S2",-1.14789746262245,-0.336822192440721,0.00514864430339569
"4891","2","2","2","2","2","1","2","1","1","1","4","5","5","5","2","2","2","2","2","1","1","4","1","5","2","1","1","1","1","1","1","2","1","2","2","2","1",NA,"Academic","Physical science","Federal/national government","USACanada","S2",-0.58155305076105,-0.927895582893008,0.00431426700946451
"4901","3","2","2","2","2","2","2","2","3","3","3","1","1","1","2","5","1","1","1","3","5","5","5","3","5","3","2","2","2","2","2","2","2","2","2","1","2","2","Government","Law","State/regional government","USACanada","S2",-1.21374860321183,5.36355982402538,0.108796038661401
"4911","1","2","2","1","2","2","2","2","2","4","3",NA,NA,"4","2","3","2","2","2","3","1","4","3","5","2","2","3","2","1","1",NA,"2","2","2","2","2","1",NA,"Academic","Physical science","Federal/national government","USACanada","S2",-1.0419906312912,-1.39762480942468,0.0109335814583182
"4931","1","2","2","2","2","2","2","1","2","4","2","1","5","2","2","4","1","1","1","3","4","4","3","3","1","1","1",NA,"1","1","1","2","2","1","1","2","2","1","Academic","Natural science","Federal/national government","USACanada","S2",-0.0954281300084281,0.348238015642639,0.000469046584261417
"4941","1","2","2","2","2","2","2","2","2","4","3","2","4","5","3","4","2","3","1","1","1","1","5","2","1","2","1","2","1","1","1","2","1","1","2","2","2","2","Government","Natural science","Federal/national government","USACanada","S2",-2.88360041468317,0.036799412050603,0.029919779973947
"4951","2","1","2","2","1","2","2","2","1","2","3","1","2","4","2","2","3","2","2","1","1","2","2","4","1","1","1","2","1","1","1","2","1","1","1","2","1","2","Academic","Natural science","State/regional government","USACanada","S2",-1.09312554100853,-0.472445880427455,0.00510191380188267
"4961","1","1","2","2","2","2","2","1","2","3","3","3","3","3","1","1","2","2","2","1","1","1","4","3","1","1","1","2","1","1","2","2","2","2","1","2","1","2","Non-Profit","Natural science","Private foundation","USACanada","S2",-2.65119011727868,0.0826463197439608,0.025311686881142
"4981","1","2","2","2","1","2","2","2","2","3","3","2","3","2","2","4","1","1","1","2","2","4","1","2","2","1","4","1","1","1","1","1","1","1","1","2","1","1","Government","Natural science","State/regional government","USACanada","S2",2.43728198760637,-0.0828274473522101,0.0213958892123073
"500","1","2","2","2","2","2","2","2","1","1","2","5","5","4","2","2","2","2","1","2","1","1","3","2","2","2","3",NA,NA,"1",NA,"2","2","2","2","2","2","2","Academic","Natural science","Federal/national government","USACanada","S2",-2.71425234333006,-0.996987810962609,0.0300803962905664
"5011","2","2","2","1","2","2","2","2","1","2","3","3","3","2","2","3","2","2","2","2","2","3","3","3","2","2","2",NA,"2","2","1","2",NA,"1","2",NA,"1",NA,"Academic","Social science","Other","USACanada","S2",1.53160236902662,-1.74235746670498,0.0193611062360903
